epoch,accuracy,loss,val_accuracy,val_loss
0,0.6755527853965759,0.7873359322547913,0.7419354915618896,0.6378368139266968
1,0.7594479918479919,0.5999687314033508,0.7602639198303223,0.5936350226402283
2,0.7795201539993286,0.5487254858016968,0.7646627426147461,0.5720877051353455
3,0.794887900352478,0.5164105892181396,0.7705278396606445,0.5573242902755737
4,0.8053944110870361,0.4927673637866974,0.7756597995758057,0.5461186170578003
5,0.8118237257003784,0.47414857149124146,0.7778592109680176,0.537338137626648
6,0.8177826404571533,0.45879149436950684,0.7778592109680176,0.5302992463111877
7,0.8243688344955444,0.4457164704799652,0.7793254852294922,0.5245630145072937
8,0.8295436501502991,0.4343279004096985,0.7800586223602295,0.5198370218276978
9,0.8340912461280823,0.4242405593395233,0.7829912304878235,0.5159198641777039
10,0.8397365808486938,0.41519322991371155,0.7844575047492981,0.5126637816429138
11,0.8436568975448608,0.4069981873035431,0.7851906418800354,0.5099544525146484
12,0.8469499945640564,0.3995163142681122,0.78665691614151,0.5077004432678223
13,0.8499294519424438,0.3926393687725067,0.78665691614151,0.5058289170265198
14,0.8516544103622437,0.3862822949886322,0.78665691614151,0.5042797327041626
15,0.8535361289978027,0.38037604093551636,0.7881231904029846,0.503004789352417
16,0.8557315468788147,0.37486401200294495,0.7895894646644592,0.5019652247428894
17,0.8568292260169983,0.3696995675563812,0.7925220131874084,0.5011298060417175
18,0.8590246438980103,0.36484426259994507,0.7932551503181458,0.500473141670227
19,0.8607495427131653,0.36026573181152344,0.7939882874488831,0.49997517466545105
20,0.8616904616355896,0.35593676567077637,0.7954545617103577,0.49961984157562256
21,0.8634154200553894,0.351833701133728,0.7947214245796204,0.4993939995765686
22,0.8659244179725647,0.3479366898536682,0.7939882874488831,0.4992862343788147
23,0.8682765960693359,0.34422796964645386,0.7954545617103577,0.4992876350879669
24,0.8690606951713562,0.3406923711299896,0.7969208359718323,0.49938955903053284
25,0.8700015544891357,0.3373158276081085,0.796187698841095,0.499584436416626
26,0.8709424734115601,0.33408641815185547,0.7969208359718323,0.49986526370048523
27,0.8714128732681274,0.3309932053089142,0.7969208359718323,0.5002261996269226
