epoch,accuracy,loss,val_accuracy,val_loss
0,0.6811980605125427,0.7811688184738159,0.740469217300415,0.6136064529418945
1,0.7501960396766663,0.6173722743988037,0.757331371307373,0.5707588195800781
2,0.7671318650245667,0.570642352104187,0.7785923480987549,0.5379498600959778
3,0.7837541103363037,0.5347872972488403,0.7829912304878235,0.5306273698806763
4,0.7909675240516663,0.5107502937316895,0.7822580933570862,0.51191645860672
5,0.7966127991676331,0.49915003776550293,0.7976539731025696,0.5007615089416504
6,0.7992786765098572,0.48184525966644287,0.7859237790107727,0.49552059173583984
7,0.8057079911231995,0.4693295657634735,0.7895894646644592,0.4933916926383972
8,0.8174690008163452,0.45569756627082825,0.7881231904029846,0.4877697825431824
9,0.8185667395591736,0.4455896019935608,0.8057184815406799,0.4873906970024109
10,0.8228006958961487,0.42222365736961365,0.8115835785865784,0.45238229632377625
11,0.8340912461280823,0.4064854085445404,0.8071847558021545,0.45915186405181885
12,0.8353457450866699,0.39989253878593445,0.8123167157173157,0.4580542743206024
13,0.8366003036499023,0.40112367272377014,0.8093841671943665,0.4576883614063263
14,0.8427160382270813,0.38282540440559387,0.8167155385017395,0.4501170814037323
15,0.8477340340614319,0.3778485655784607,0.8167155385017395,0.4704720377922058
16,0.8533793091773987,0.35671254992485046,0.8269794583320618,0.4311382472515106
17,0.8563587665557861,0.3583644926548004,0.7690615653991699,0.5441992282867432
18,0.8590246438980103,0.34941959381103516,0.8343108296394348,0.43698206543922424
19,0.8629449605941772,0.33741992712020874,0.8240469098091125,0.4385380446910858
20,0.8660812377929688,0.3287219703197479,0.8277125954627991,0.43381619453430176
21,0.8704720139503479,0.3225332796573639,0.8181818127632141,0.4421256184577942
22,0.870628833770752,0.30886709690093994,0.8247800469398499,0.441402405500412
23,0.876901388168335,0.30452942848205566,0.8196480870246887,0.45128530263900757
24,0.8830170631408691,0.3009265065193176,0.829912006855011,0.45205020904541016
25,0.8797240257263184,0.29319748282432556,0.8306451439857483,0.426796555519104
26,0.8819193840026855,0.2858407497406006,0.839442789554596,0.4178362488746643
27,0.8844284415245056,0.28402408957481384,0.8313782811164856,0.43477028608322144
28,0.8900737166404724,0.27195659279823303,0.8482404947280884,0.4103509485721588
29,0.8924258947372437,0.277718186378479,0.8313782811164856,0.42964422702789307
30,0.8907009363174438,0.26395660638809204,0.8548387289047241,0.4026756286621094
31,0.8916418552398682,0.26757872104644775,0.8460410833358765,0.39444977045059204
32,0.9005802273750305,0.2530030906200409,0.8416422009468079,0.4282985329627991
33,0.8977575898170471,0.24816806614398956,0.8357771039009094,0.4419534206390381
34,0.8979143500328064,0.24874800443649292,0.8460410833358765,0.40762996673583984
35,0.9034028649330139,0.24853003025054932,0.8387096524238586,0.43513908982276917
36,0.9030892252922058,0.2494419515132904,0.8445748090744019,0.4345324635505676
37,0.9117139577865601,0.22560404241085052,0.839442789554596,0.4536846876144409
38,0.9021483659744263,0.23703579604625702,0.837243378162384,0.4655333459377289
39,0.9068527817726135,0.22683624923229218,0.8482404947280884,0.42939725518226624
40,0.9088913202285767,0.23192963004112244,0.8445748090744019,0.4512609541416168
41,0.9090481400489807,0.22377803921699524,0.8511730432510376,0.42990922927856445
42,0.9123412370681763,0.22434411942958832,0.8467742204666138,0.4098331332206726
43,0.9129684567451477,0.2185797244310379,0.8467742204666138,0.49880072474479675
44,0.9173592329025269,0.2129180133342743,0.8416422009468079,0.44587188959121704
45,0.9162615537643433,0.21081215143203735,0.8548387289047241,0.43403705954551697
46,0.9186137914657593,0.20381471514701843,0.8511730432510376,0.45381566882133484
47,0.9156343340873718,0.2065255045890808,0.8460410833358765,0.4387483596801758
48,0.9187706112861633,0.2011803239583969,0.8423753380775452,0.4394874572753906
49,0.9168888330459595,0.2010732740163803,0.8416422009468079,0.45218440890312195
